CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Class,Churn_Status,Lifecycle_Segment
15046,8,15,5213.7699999999995,5,5,5,555,Active,VIP / Core Loyalist
15047,269,1,343.62,1,1,2,112,Churned,Hibernating / Lost
15048,64,4,384.05,3,4,2,342,Active,Average Mid-Tier Core
15049,273,1,121.17000000000002,1,1,1,111,Churned,Hibernating / Lost
15050,24,3,1782.09,4,3,4,434,Active,Average Mid-Tier Core
15051,22,3,1391.61,4,3,4,434,Active,Average Mid-Tier Core
15052,318,1,215.78,1,1,1,111,Churned,Hibernating / Lost
15053,4,3,697.79,5,3,3,533,Active,Average Mid-Tier Core
15054,11,2,302.1,5,3,2,532,Active,Average Mid-Tier Core
15057,274,2,1489.5,1,3,4,134,Churned,At Risk / High-Value Lapsing
15058,24,11,2124.9900000000002,4,5,5,455,Active,VIP / Core Loyalist
15059,40,9,1337.72,3,5,4,354,Active,Average Mid-Tier Core
15060,7,4,303.09,5,4,2,542,Active,Average Mid-Tier Core
15061,3,48,54534.14,5,5,5,555,Active,VIP / Core Loyalist
15062,70,4,987.86,3,4,4,344,Active,Average Mid-Tier Core
15063,212,1,370.79999999999995,1,1,2,112,Churned,Hibernating / Lost
15065,37,4,3158.13,3,4,5,345,Active,Average Mid-Tier Core
15066,52,1,893.59,3,1,3,313,Active,New / Recent Trialist
15067,77,3,1744.76,2,3,4,234,Active,At Risk / High-Value Lapsing
15068,45,2,553.36,3,3,3,333,Active,Average Mid-Tier Core
15069,178,1,1109.53,2,1,4,214,Churned,Hibernating / Lost
15070,372,1,106.2,1,1,1,111,Churned,Hibernating / Lost
15071,93,2,982.07,2,3,4,234,Churned,At Risk / High-Value Lapsing
15073,9,3,1043.41,5,3,4,534,Active,Average Mid-Tier Core
15074,104,1,748.87,2,1,3,213,Churned,Hibernating / Lost
15075,77,1,773.03,2,1,3,213,Active,Hibernating / Lost
15076,172,1,880.85,2,1,3,213,Churned,Hibernating / Lost
15078,6,32,9743.11,5,5,5,555,Active,VIP / Core Loyalist
15079,212,4,895.61,1,4,3,143,Churned,At Risk / High-Value Lapsing
15081,21,5,504.8,4,4,3,443,Active,Average Mid-Tier Core
15083,256,1,88.2,1,1,1,111,Churned,Hibernating / Lost
15087,281,1,306.94,1,1,2,112,Churned,Hibernating / Lost
15088,20,2,1160.07,4,3,4,434,Active,Average Mid-Tier Core
15089,9,6,2420.84,5,5,5,555,Active,VIP / Core Loyalist
15090,307,1,381.32,1,1,2,112,Churned,Hibernating / Lost
15091,67,1,480.71,3,1,2,312,Active,New / Recent Trialist
15092,214,2,457.81,1,3,2,132,Churned,At Risk / High-Value Lapsing
15093,17,6,4597.02,4,5,5,455,Active,VIP / Core Loyalist
15095,103,4,1370.6,2,4,4,244,Churned,At Risk / High-Value Lapsing
15096,42,1,219.39000000000001,3,1,1,311,Active,New / Recent Trialist
15097,3,1,248.08,5,1,1,511,Active,New / Recent Trialist
15098,181,3,39916.5,1,3,5,135,Churned,At Risk / High-Value Lapsing
15099,83,1,410.48,2,1,2,212,Active,Hibernating / Lost
15100,333,3,876.0,1,3,3,133,Churned,At Risk / High-Value Lapsing
15101,8,2,317.53,5,3,2,532,Active,Average Mid-Tier Core
15103,30,2,703.36,4,3,3,433,Active,Average Mid-Tier Core
15104,196,2,1027.44,1,3,4,134,Churned,At Risk / High-Value Lapsing
15105,17,7,2298.93,4,5,5,455,Active,VIP / Core Loyalist
15106,17,5,1422.52,4,4,4,444,Active,VIP / Core Loyalist
15107,310,6,319.5,1,5,2,152,Churned,At Risk / High-Value Lapsing
15108,141,4,1300.25,2,4,4,244,Churned,At Risk / High-Value Lapsing
15109,245,1,484.95,1,1,2,112,Churned,Hibernating / Lost
15110,23,4,996.1,4,4,4,444,Active,VIP / Core Loyalist
15111,28,3,1567.48,4,3,4,434,Active,Average Mid-Tier Core
15113,9,3,3609.33,5,3,5,535,Active,Average Mid-Tier Core
15114,29,10,2760.56,4,5,5,455,Active,VIP / Core Loyalist
15115,17,1,340.11,4,1,2,412,Active,New / Recent Trialist
15116,17,4,1352.75,4,4,4,444,Active,VIP / Core Loyalist
15117,14,5,1551.78,4,4,4,444,Active,VIP / Core Loyalist
15118,133,1,244.8,2,1,1,211,Churned,Hibernating / Lost
15119,245,1,266.4,1,1,2,112,Churned,Hibernating / Lost
15120,133,1,358.82,2,1,2,212,Churned,Hibernating / Lost
15121,49,2,457.72,3,3,2,332,Active,Average Mid-Tier Core
15122,113,3,1633.78,2,3,4,234,Churned,At Risk / High-Value Lapsing
15123,6,2,2199.31,5,3,5,535,Active,Average Mid-Tier Core
15124,22,2,184.19,4,3,1,431,Active,Average Mid-Tier Core
15125,24,15,11528.48,4,5,5,455,Active,VIP / Core Loyalist
15127,65,1,406.53,3,1,2,312,Active,New / Recent Trialist
15128,59,4,1471.0,3,4,4,344,Active,Average Mid-Tier Core
15129,49,11,3447.4,3,5,5,355,Active,Average Mid-Tier Core
15130,169,1,330.11,2,1,2,212,Churned,Hibernating / Lost
15132,17,5,977.9300000000001,4,4,4,444,Active,VIP / Core Loyalist
15133,127,3,982.42,2,3,4,234,Churned,At Risk / High-Value Lapsing
15134,14,8,1387.99,4,5,4,454,Active,VIP / Core Loyalist
15135,238,1,139.05,1,1,1,111,Churned,Hibernating / Lost
15136,2,4,1286.7,5,4,4,544,Active,VIP / Core Loyalist
15139,239,2,178.96,1,3,1,131,Churned,At Risk / High-Value Lapsing
15140,51,7,2354.25,3,5,5,355,Active,Average Mid-Tier Core
15142,45,1,498.74,3,1,3,313,Active,New / Recent Trialist
15143,225,1,259.45,1,1,2,112,Churned,Hibernating / Lost
15144,7,17,6580.44,5,5,5,555,Active,VIP / Core Loyalist
15145,3,4,1194.73,5,4,4,544,Active,VIP / Core Loyalist
15146,164,2,1327.16,2,3,4,234,Churned,At Risk / High-Value Lapsing
15147,239,1,623.5,1,1,3,113,Churned,Hibernating / Lost
15148,10,1,301.29,5,1,2,512,Active,New / Recent Trialist
15149,133,1,520.8000000000001,2,1,3,213,Churned,Hibernating / Lost
15150,16,10,5314.47,4,5,5,455,Active,VIP / Core Loyalist
15152,9,13,4745.69,5,5,5,555,Active,VIP / Core Loyalist
15153,30,1,329.25,4,1,2,412,Active,New / Recent Trialist
15154,74,1,296.42,2,1,2,212,Active,Hibernating / Lost
15156,0,3,961.49,5,3,4,534,Active,Average Mid-Tier Core
15157,3,3,1936.07,5,3,4,534,Active,Average Mid-Tier Core
15158,44,1,401.40000000000003,3,1,2,312,Active,New / Recent Trialist
15159,1,30,18641.010000000002,5,5,5,555,Active,VIP / Core Loyalist
15160,356,1,158.16,1,1,1,111,Churned,Hibernating / Lost
15163,17,2,304.47,4,3,2,432,Active,Average Mid-Tier Core
15164,68,3,843.05,3,3,3,333,Active,Average Mid-Tier Core
15165,372,1,487.75,1,1,2,112,Churned,Hibernating / Lost
15167,320,1,163.0,1,1,1,111,Churned,Hibernating / Lost
15168,25,1,106.56,4,1,1,411,Active,New / Recent Trialist
15171,330,1,1289.5,1,1,4,114,Churned,Hibernating / Lost
15172,8,5,1624.05,5,4,4,544,Active,VIP / Core Loyalist
15174,322,1,135.75,1,1,1,111,Churned,Hibernating / Lost
15175,71,1,224.14,3,1,1,311,Active,New / Recent Trialist
15178,259,1,40.5,1,1,1,111,Churned,Hibernating / Lost
15179,17,5,2206.95,4,4,5,445,Active,VIP / Core Loyalist
15180,366,1,87.5,1,1,1,111,Churned,Hibernating / Lost
15181,65,3,689.4799999999999,3,3,3,333,Active,Average Mid-Tier Core
15182,153,2,622.85,2,3,3,233,Churned,At Risk / High-Value Lapsing
15184,28,2,406.76,4,3,2,432,Active,Average Mid-Tier Core
15185,69,1,310.62,3,1,2,312,Active,New / Recent Trialist
15186,13,2,411.41,4,3,2,432,Active,Average Mid-Tier Core
15187,1,16,4777.18,5,5,5,555,Active,VIP / Core Loyalist
15189,0,41,16225.39,5,5,5,555,Active,VIP / Core Loyalist
15192,119,3,1044.32,2,3,4,234,Churned,At Risk / High-Value Lapsing
15193,60,1,499.32,3,1,3,313,Active,New / Recent Trialist
15194,2,15,7616.53,5,5,5,555,Active,VIP / Core Loyalist
15195,2,1,3861.0,5,1,5,515,Active,New / Recent Trialist
15197,10,3,1079.6100000000001,5,3,4,534,Active,Average Mid-Tier Core
15198,91,2,193.64,2,3,1,231,Churned,At Risk / High-Value Lapsing
15199,58,4,1268.7,3,4,4,344,Active,Average Mid-Tier Core
15201,86,5,1236.54,2,4,4,244,Active,At Risk / High-Value Lapsing
15203,25,6,1827.8,4,5,4,454,Active,VIP / Core Loyalist
15204,356,1,316.58,1,1,2,112,Churned,Hibernating / Lost
15205,84,2,653.24,2,3,3,233,Active,At Risk / High-Value Lapsing
15206,9,4,420.29999999999995,5,4,2,542,Active,Average Mid-Tier Core
15208,0,5,870.12,5,4,3,543,Active,Average Mid-Tier Core
15210,224,1,331.18,1,1,2,112,Churned,Hibernating / Lost
15211,59,2,894.4100000000001,3,3,3,333,Active,Average Mid-Tier Core
15212,240,1,101.8,1,1,1,111,Churned,Hibernating / Lost
15213,318,2,328.35,1,3,2,132,Churned,At Risk / High-Value Lapsing
15214,1,8,1661.44,5,5,4,554,Active,VIP / Core Loyalist
15215,46,3,734.94,3,3,3,333,Active,Average Mid-Tier Core
15216,87,1,96.6,2,1,1,211,Active,Hibernating / Lost
15218,10,11,5756.89,5,5,5,555,Active,VIP / Core Loyalist
15219,175,1,305.75,2,1,2,212,Churned,Hibernating / Lost
15220,51,6,1778.96,3,5,4,354,Active,Average Mid-Tier Core
15221,365,1,403.25,1,1,2,112,Churned,Hibernating / Lost
15222,318,1,585.0,1,1,3,113,Churned,Hibernating / Lost
15223,225,2,755.75,1,3,3,133,Churned,At Risk / High-Value Lapsing
15224,357,2,322.08,1,3,2,132,Churned,At Risk / High-Value Lapsing
15225,233,1,409.40000000000003,1,1,2,112,Churned,Hibernating / Lost
15226,310,1,154.41,1,1,1,111,Churned,Hibernating / Lost
15227,36,5,1219.4,3,4,4,344,Active,Average Mid-Tier Core
15228,65,4,3386.71,3,4,5,345,Active,Average Mid-Tier Core
15230,238,2,429.6,1,3,2,132,Churned,At Risk / High-Value Lapsing
15232,112,2,612.06,2,3,3,233,Churned,At Risk / High-Value Lapsing
15234,276,1,197.0,1,1,1,111,Churned,Hibernating / Lost
15235,217,12,2247.51,1,5,5,155,Churned,At Risk / High-Value Lapsing
15236,298,1,321.05,1,1,2,112,Churned,Hibernating / Lost
15237,1,4,1412.32,5,4,4,544,Active,VIP / Core Loyalist
15238,28,3,1071.99,4,3,4,434,Active,Average Mid-Tier Core
15239,9,2,780.59,5,3,3,533,Active,Average Mid-Tier Core
15240,44,5,1706.57,3,4,4,344,Active,Average Mid-Tier Core
15241,66,8,1756.44,3,5,4,354,Active,Average Mid-Tier Core
15243,73,1,316.68,2,1,2,212,Active,Hibernating / Lost
15244,64,2,631.57,3,3,3,333,Active,Average Mid-Tier Core
15245,133,3,2515.84,2,3,5,235,Churned,At Risk / High-Value Lapsing
15246,237,2,514.15,1,3,3,133,Churned,At Risk / High-Value Lapsing
15247,121,1,356.0,2,1,2,212,Churned,Hibernating / Lost
15249,31,13,6688.46,4,5,5,455,Active,VIP / Core Loyalist
15251,8,11,10484.99,5,5,5,555,Active,VIP / Core Loyalist
15252,35,2,740.78,3,3,3,333,Active,Average Mid-Tier Core
15253,15,5,918.1999999999999,4,4,3,443,Active,Average Mid-Tier Core
15254,126,1,300.36,2,1,2,212,Churned,Hibernating / Lost
15255,66,1,890.85,3,1,3,313,Active,New / Recent Trialist
15256,148,1,98.45,2,1,1,211,Churned,Hibernating / Lost
15257,282,1,317.15,1,1,2,112,Churned,Hibernating / Lost
15258,168,2,623.16,2,3,3,233,Churned,At Risk / High-Value Lapsing
15260,99,7,1810.77,2,5,4,254,Churned,At Risk / High-Value Lapsing
15261,134,1,254.82,2,1,2,212,Churned,Hibernating / Lost
15262,323,1,178.95000000000002,1,1,1,111,Churned,Hibernating / Lost
15263,106,1,156.51,2,1,1,211,Churned,Hibernating / Lost
15264,63,1,393.74,3,1,2,312,Active,New / Recent Trialist
15265,150,2,1506.1200000000001,2,3,4,234,Churned,At Risk / High-Value Lapsing
15266,337,1,119.3,1,1,1,111,Churned,Hibernating / Lost
15267,21,5,1717.36,4,4,4,444,Active,VIP / Core Loyalist
15269,23,1,408.8,4,1,2,412,Active,New / Recent Trialist
15270,15,7,2379.49,4,5,5,455,Active,VIP / Core Loyalist
15271,6,15,2507.07,5,5,5,555,Active,VIP / Core Loyalist
15272,56,2,721.94,3,3,3,333,Active,Average Mid-Tier Core
15274,3,2,716.57,5,3,3,533,Active,Average Mid-Tier Core
15275,37,1,615.14,3,1,3,313,Active,New / Recent Trialist
15276,65,1,135.31,3,1,1,311,Active,New / Recent Trialist
15277,46,1,255.89999999999998,3,1,2,312,Active,New / Recent Trialist
15279,354,1,290.51,1,1,2,112,Churned,Hibernating / Lost
15280,171,1,113.12,2,1,1,211,Churned,Hibernating / Lost
15281,58,9,2332.15,3,5,5,355,Active,Average Mid-Tier Core
15286,49,1,240.55,3,1,1,311,Active,New / Recent Trialist
15287,21,2,486.69,4,3,2,432,Active,Average Mid-Tier Core
15288,42,5,2306.52,3,4,5,345,Active,Average Mid-Tier Core
15289,28,3,939.78,4,3,3,433,Active,Average Mid-Tier Core
15290,4,18,7943.22,5,5,5,555,Active,VIP / Core Loyalist
15291,25,15,4668.3,4,5,5,455,Active,VIP / Core Loyalist
15292,200,1,180.94,1,1,1,111,Churned,Hibernating / Lost
15296,50,6,3672.86,3,5,5,355,Active,Average Mid-Tier Core
15297,9,3,641.94,5,3,3,533,Active,Average Mid-Tier Core
15298,1,12,4799.9,5,5,5,555,Active,VIP / Core Loyalist
15299,66,7,4507.01,3,5,5,355,Active,Average Mid-Tier Core
15300,63,1,496.44,3,1,3,313,Active,New / Recent Trialist
15301,50,12,5070.35,3,5,5,355,Active,Average Mid-Tier Core
15303,289,1,574.02,1,1,3,113,Churned,Hibernating / Lost
15304,60,8,694.4000000000001,3,5,3,353,Active,Average Mid-Tier Core
15306,63,3,1174.35,3,3,4,334,Active,Average Mid-Tier Core
15307,95,1,205.3,2,1,1,211,Churned,Hibernating / Lost
15308,273,1,310.47,1,1,2,112,Churned,Hibernating / Lost
15311,0,91,60767.9,5,5,5,555,Active,VIP / Core Loyalist
15312,74,4,924.85,2,4,3,243,Active,At Risk / High-Value Lapsing
15313,109,1,52.0,2,1,1,211,Churned,Hibernating / Lost
15314,198,1,327.97,1,1,2,112,Churned,Hibernating / Lost
15315,63,2,570.5,3,3,3,333,Active,Average Mid-Tier Core
15316,326,1,165.0,1,1,1,111,Churned,Hibernating / Lost
15318,3,1,312.62,5,1,2,512,Active,New / Recent Trialist
15319,283,1,204.5,1,1,1,111,Churned,Hibernating / Lost
15320,43,1,267.13,3,1,2,312,Active,New / Recent Trialist
15321,70,3,2748.31,3,3,5,335,Active,Average Mid-Tier Core
15322,85,1,679.68,2,1,3,213,Active,Hibernating / Lost
15325,103,1,162.29,2,1,1,211,Churned,Hibernating / Lost
15326,333,1,311.71,1,1,2,112,Churned,Hibernating / Lost
15327,52,1,208.75,3,1,1,311,Active,New / Recent Trialist
15329,38,3,1049.7,3,3,4,334,Active,Average Mid-Tier Core
15330,31,2,714.96,4,3,3,433,Active,Average Mid-Tier Core
15332,365,4,1661.06,1,4,4,144,Churned,At Risk / High-Value Lapsing
15333,207,1,1028.56,1,1,4,114,Churned,Hibernating / Lost
15334,156,3,351.67,2,3,2,232,Churned,At Risk / High-Value Lapsing
15335,53,1,173.97,3,1,1,311,Active,New / Recent Trialist
15339,65,2,574.07,3,3,3,333,Active,Average Mid-Tier Core
15341,80,1,2020.52,2,1,4,214,Active,Hibernating / Lost
15342,129,1,406.09,2,1,2,212,Churned,Hibernating / Lost
15343,86,1,364.5,2,1,2,212,Active,Hibernating / Lost
15344,0,3,563.94,5,3,3,533,Active,Average Mid-Tier Core
15345,45,1,393.54,3,1,2,312,Active,New / Recent Trialist
15346,332,1,252.42000000000002,1,1,2,112,Churned,Hibernating / Lost
15347,365,1,201.60000000000002,1,1,1,111,Churned,Hibernating / Lost
15348,71,1,158.04,3,1,1,311,Active,New / Recent Trialist
15349,157,2,473.81,2,3,2,232,Churned,At Risk / High-Value Lapsing
15350,372,1,115.65,1,1,1,111,Churned,Hibernating / Lost
15351,11,7,1960.1100000000001,5,5,4,554,Active,VIP / Core Loyalist
15353,254,2,777.02,1,3,3,133,Churned,At Risk / High-Value Lapsing
15355,28,2,277.05,4,3,2,432,Active,Average Mid-Tier Core
15356,30,10,2766.5,4,5,5,455,Active,VIP / Core Loyalist
15358,4,22,8347.2,5,5,5,555,Active,VIP / Core Loyalist
15360,39,1,427.93,3,1,2,312,Active,New / Recent Trialist
15361,361,1,418.92,1,1,2,112,Churned,Hibernating / Lost
15363,372,1,326.0,1,1,2,112,Churned,Hibernating / Lost
15364,95,2,913.19,2,3,3,233,Churned,At Risk / High-Value Lapsing
15365,25,7,2314.32,4,5,5,455,Active,VIP / Core Loyalist
15366,74,2,602.51,2,3,3,233,Active,At Risk / High-Value Lapsing
15367,56,4,1877.59,3,4,4,344,Active,Average Mid-Tier Core
15368,20,1,446.94000000000005,4,1,2,412,Active,New / Recent Trialist
15370,40,7,2386.05,3,5,5,355,Active,Average Mid-Tier Core
15372,136,1,2007.3999999999999,2,1,4,214,Churned,Hibernating / Lost
15373,7,12,2415.91,5,5,5,555,Active,VIP / Core Loyalist
15374,128,1,168.0,2,1,1,211,Churned,Hibernating / Lost
15376,39,3,1233.3600000000001,3,3,4,334,Active,Average Mid-Tier Core
15379,168,7,3703.29,2,5,5,255,Churned,At Risk / High-Value Lapsing
15380,8,5,1690.2600000000002,5,4,4,544,Active,VIP / Core Loyalist
15381,213,2,596.85,1,3,3,133,Churned,At Risk / High-Value Lapsing
15382,14,6,5955.71,4,5,5,455,Active,VIP / Core Loyalist
15384,169,2,642.41,2,3,3,233,Churned,At Risk / High-Value Lapsing
15385,39,1,316.88,3,1,2,312,Active,New / Recent Trialist
15386,185,1,394.14,1,1,2,112,Churned,Hibernating / Lost
15388,269,1,140.54,1,1,1,111,Churned,Hibernating / Lost
15389,171,1,500.0,2,1,3,213,Churned,Hibernating / Lost
15392,4,4,1535.53,5,4,4,544,Active,VIP / Core Loyalist
15393,15,2,231.86,4,3,1,431,Active,Average Mid-Tier Core
15394,9,4,2183.54,5,4,5,545,Active,VIP / Core Loyalist
15395,325,1,107.45,1,1,1,111,Churned,Hibernating / Lost
15396,112,1,288.18,2,1,2,212,Churned,Hibernating / Lost
15397,289,1,94.0,1,1,1,111,Churned,Hibernating / Lost
15398,15,2,1345.53,4,3,4,434,Active,Average Mid-Tier Core
15399,0,3,815.77,5,3,3,533,Active,Average Mid-Tier Core
15400,91,5,716.2,2,4,3,243,Churned,At Risk / High-Value Lapsing
15402,148,2,626.77,2,3,3,233,Churned,At Risk / High-Value Lapsing
15405,188,1,349.1,1,1,2,112,Churned,Hibernating / Lost
15406,30,2,510.71000000000004,4,3,3,433,Active,Average Mid-Tier Core
15407,33,4,1056.44,3,4,4,344,Active,Average Mid-Tier Core
15408,263,1,267.18,1,1,2,112,Churned,Hibernating / Lost
15410,83,8,3450.84,2,5,5,255,Active,At Risk / High-Value Lapsing
15411,25,4,1358.88,4,4,4,444,Active,VIP / Core Loyalist
15412,170,1,190.53,2,1,1,211,Churned,Hibernating / Lost
15414,9,3,774.9000000000001,5,3,3,533,Active,Average Mid-Tier Core
15415,312,1,572.8100000000001,1,1,3,113,Churned,Hibernating / Lost
15416,64,4,3984.32,3,4,5,345,Active,Average Mid-Tier Core
15417,84,1,508.8,2,1,3,213,Active,Hibernating / Lost
15419,24,1,135.86,4,1,1,411,Active,New / Recent Trialist
15421,58,4,950.36,3,4,4,344,Active,Average Mid-Tier Core
15422,322,2,97.7,1,3,1,131,Churned,At Risk / High-Value Lapsing
15423,37,1,43.5,3,1,1,311,Active,New / Recent Trialist
15424,253,2,383.34,1,3,2,132,Churned,At Risk / High-Value Lapsing
15426,18,5,1447.39,4,4,4,444,Active,VIP / Core Loyalist
15427,32,3,1483.14,4,3,4,434,Active,Average Mid-Tier Core
15428,14,1,93.78,4,1,1,411,Active,New / Recent Trialist
15429,26,2,397.35,4,3,2,432,Active,Average Mid-Tier Core
15432,22,1,171.19,4,1,1,411,Active,New / Recent Trialist
15433,213,2,533.3,1,3,3,133,Churned,At Risk / High-Value Lapsing
15434,7,5,1041.48,5,4,4,544,Active,VIP / Core Loyalist
15435,21,1,149.29,4,1,1,411,Active,New / Recent Trialist
15436,11,3,1122.53,5,3,4,534,Active,Average Mid-Tier Core
15437,261,1,200.16,1,1,1,111,Churned,Hibernating / Lost
15438,130,1,156.57999999999998,2,1,1,211,Churned,Hibernating / Lost
15440,54,3,383.68,3,3,2,332,Active,Average Mid-Tier Core
15442,248,1,594.0,1,1,3,113,Churned,Hibernating / Lost
15443,1,7,3236.91,5,5,5,555,Active,VIP / Core Loyalist
15444,8,2,1418.26,5,3,4,534,Active,Average Mid-Tier Core
15445,263,1,113.5,1,1,1,111,Churned,Hibernating / Lost
15447,330,1,155.17,1,1,1,111,Churned,Hibernating / Lost
15448,312,1,494.64,1,1,3,113,Churned,Hibernating / Lost
15449,25,3,974.52,4,3,4,434,Active,Average Mid-Tier Core
15450,29,1,429.84,4,1,2,412,Active,New / Recent Trialist
15452,29,3,538.73,4,3,3,433,Active,Average Mid-Tier Core
15453,1,7,1388.37,5,5,4,554,Active,VIP / Core Loyalist
15454,361,1,179.1,1,1,1,111,Churned,Hibernating / Lost
15456,282,3,447.22,1,3,2,132,Churned,At Risk / High-Value Lapsing
15457,261,1,237.07,1,1,1,111,Churned,Hibernating / Lost
15458,24,1,161.64,4,1,1,411,Active,New / Recent Trialist
15460,353,1,216.76,1,1,1,111,Churned,Hibernating / Lost
15462,93,3,234.6,2,3,1,231,Churned,At Risk / High-Value Lapsing
15463,28,1,126.14,4,1,1,411,Active,New / Recent Trialist
15464,337,1,1048.85,1,1,4,114,Churned,Hibernating / Lost
15465,19,18,7354.62,4,5,5,455,Active,VIP / Core Loyalist
15466,84,1,334.53,2,1,2,212,Active,Hibernating / Lost
15467,8,3,524.88,5,3,3,533,Active,Average Mid-Tier Core
15468,50,2,467.51,3,3,2,332,Active,Average Mid-Tier Core
15469,49,2,538.55,3,3,3,333,Active,Average Mid-Tier Core
15471,1,1,469.48,5,1,2,512,Active,New / Recent Trialist
15472,112,1,371.56,2,1,2,212,Churned,Hibernating / Lost
15473,13,7,1771.2,4,5,4,454,Active,VIP / Core Loyalist
15475,76,1,454.10999999999996,2,1,2,212,Active,Hibernating / Lost
15478,39,2,1441.42,3,3,4,334,Active,Average Mid-Tier Core
15480,115,1,905.5,2,1,3,213,Churned,Hibernating / Lost
15482,15,12,11054.96,4,5,5,455,Active,VIP / Core Loyalist
15483,160,4,233.81,2,4,1,241,Churned,At Risk / High-Value Lapsing
15484,0,4,3594.31,5,4,5,545,Active,VIP / Core Loyalist
15485,29,3,2575.0,4,3,5,435,Active,Average Mid-Tier Core
15488,92,1,91.32000000000001,2,1,1,211,Churned,Hibernating / Lost
15489,22,3,1134.28,4,3,4,434,Active,Average Mid-Tier Core
15491,94,6,3100.09,2,5,5,255,Churned,At Risk / High-Value Lapsing
15492,27,2,659.4599999999999,4,3,3,433,Active,Average Mid-Tier Core
15493,32,5,2001.8,4,4,4,444,Active,VIP / Core Loyalist
15494,20,2,1299.23,4,3,4,434,Active,Average Mid-Tier Core
15497,17,2,1262.2,4,3,4,434,Active,Average Mid-Tier Core
15498,2,27,13316.4,5,5,5,555,Active,VIP / Core Loyalist
15500,7,4,1131.56,5,4,4,544,Active,VIP / Core Loyalist
15502,15,12,10384.93,4,5,5,455,Active,VIP / Core Loyalist
15503,362,1,147.09,1,1,1,111,Churned,Hibernating / Lost
15504,80,1,52.83,2,1,1,211,Active,Hibernating / Lost
15505,52,5,3610.96,3,4,5,345,Active,Average Mid-Tier Core
15506,22,3,979.26,4,3,4,434,Active,Average Mid-Tier Core
15507,171,1,492.36,2,1,3,213,Churned,Hibernating / Lost
15508,188,6,1000.27,1,5,4,154,Churned,At Risk / High-Value Lapsing
15510,330,1,250.0,1,1,1,111,Churned,Hibernating / Lost
15511,11,5,909.23,5,4,3,543,Active,Average Mid-Tier Core
15512,155,2,121.0,2,3,1,231,Churned,At Risk / High-Value Lapsing
15513,32,19,14758.220000000001,4,5,5,455,Active,VIP / Core Loyalist
15514,11,11,4139.46,5,5,5,555,Active,VIP / Core Loyalist
15516,44,3,62.43,3,3,1,331,Active,Average Mid-Tier Core
15517,232,1,267.03,1,1,2,112,Churned,Hibernating / Lost
15518,63,8,1942.45,3,5,4,354,Active,Average Mid-Tier Core
15520,1,1,343.5,5,1,2,512,Active,New / Recent Trialist
15521,39,8,3000.2,3,5,5,355,Active,Average Mid-Tier Core
15522,32,2,398.84,4,3,2,432,Active,Average Mid-Tier Core
15523,83,1,412.01000000000005,2,1,2,212,Active,Hibernating / Lost
15524,24,1,440.0,4,1,2,412,Active,New / Recent Trialist
15525,1,3,825.92,5,3,3,533,Active,Average Mid-Tier Core
15526,32,2,148.44,4,3,1,431,Active,Average Mid-Tier Core
15527,18,8,2429.78,4,5,5,455,Active,VIP / Core Loyalist
15528,253,1,229.33,1,1,1,111,Churned,Hibernating / Lost
15529,22,11,3995.23,4,5,5,455,Active,VIP / Core Loyalist
15530,21,4,1502.35,4,4,4,444,Active,VIP / Core Loyalist
15531,7,2,2007.44,5,3,4,534,Active,Average Mid-Tier Core
15532,24,4,1580.93,4,4,4,444,Active,VIP / Core Loyalist
15533,18,3,807.57,4,3,3,433,Active,Average Mid-Tier Core
15535,172,4,536.4,2,4,3,243,Churned,At Risk / High-Value Lapsing
15537,162,1,110.92,2,1,1,211,Churned,Hibernating / Lost
15539,6,1,538.46,5,1,3,513,Active,New / Recent Trialist
15540,10,1,213.3,5,1,1,511,Active,New / Recent Trialist
15541,113,1,85.13000000000001,2,1,1,211,Churned,Hibernating / Lost
15543,287,1,127.86,1,1,1,111,Churned,Hibernating / Lost
15544,8,9,3546.71,5,5,5,555,Active,VIP / Core Loyalist
15545,53,2,292.71999999999997,3,3,2,332,Active,Average Mid-Tier Core
15547,6,14,4954.84,5,5,5,555,Active,VIP / Core Loyalist
15549,76,3,1693.26,2,3,4,234,Active,At Risk / High-Value Lapsing
15550,3,4,575.63,5,4,3,543,Active,Average Mid-Tier Core
15551,36,1,436.06,3,1,2,312,Active,New / Recent Trialist
15552,216,1,90.12,1,1,1,111,Churned,Hibernating / Lost
15553,59,1,437.23,3,1,2,312,Active,New / Recent Trialist
15554,277,1,217.2,1,1,1,111,Churned,Hibernating / Lost
15555,11,16,4805.17,5,5,5,555,Active,VIP / Core Loyalist
15556,23,1,279.77,4,1,2,412,Active,New / Recent Trialist
15557,28,1,473.65000000000003,4,1,2,412,Active,New / Recent Trialist
15561,11,4,800.59,5,4,3,543,Active,Average Mid-Tier Core
15562,351,1,134.55,1,1,1,111,Churned,Hibernating / Lost
15563,21,4,1400.44,4,4,4,444,Active,VIP / Core Loyalist
15565,49,2,173.16,3,3,1,331,Active,Average Mid-Tier Core
15567,18,1,186.01,4,1,1,411,Active,New / Recent Trialist
15568,2,3,758.29,5,3,3,533,Active,Average Mid-Tier Core
15569,103,5,1375.71,2,4,4,244,Churned,At Risk / High-Value Lapsing
15570,6,12,4165.52,5,5,5,555,Active,VIP / Core Loyalist
15571,11,4,650.4300000000001,5,4,3,543,Active,Average Mid-Tier Core
15572,4,7,2552.86,5,5,5,555,Active,VIP / Core Loyalist
